"raceId","lluvia_cat","humedad_cat","temperatura_cat","viento_cat","ganador","puntua"
1080,"No","Alta","Alta","Moderado","No","No"
1081,"No","Moderada","Alta","Mucho","No","No"
1083,"Poca","Alta","Alta","Poco","No","Si"
1084,"No","Moderada","Alta","Moderado","No","Si"
1085,"No","Moderada","Muy Cálida","Moderado","No","No"
1086,"No","Alta","Alta","Mucho","No","No"
1087,"No","Alta","Alta","Moderado","No","No"
1088,"Poca","Alta","Alta","Poco","No","No"
1089,"No","Moderada","Alta","Poco","No","No"
1091,"Poca","Muy Alta","Alta","Poco","No","No"
1092,"Poca","Muy Alta","Alta","Poco","No","No"
1093,"No","Moderada","Alta","Mucho","No","No"
1094,"No","Moderada","Alta","Poco","No","No"
1095,"No","Alta","Alta","Poco","No","No"
1096,"No","Alta","Alta","Mucho","No","No"
1074,"No","Moderada","Alta","Mucho","No","Si"
1075,"No","Alta","Alta","Moderado","No","No"
1076,"No","Moderada","Alta","Mucho","No","No"
1077,"Poca","Muy Alta","Templada","Poco","No","No"
1079,"No","Baja","Muy Cálida","Mucho","No","No"
1080,"No","Alta","Alta","Moderado","No","No"
1081,"No","Moderada","Alta","Mucho","No","No"
1082,"No","Moderada","Alta","Mucho","No","Si"
1084,"No","Moderada","Alta","Moderado","No","No"
1085,"No","Moderada","Muy Cálida","Moderado","No","No"
1086,"No","Alta","Alta","Mucho","No","No"
1087,"No","Alta","Alta","Moderado","No","No"
1088,"Poca","Alta","Alta","Poco","No","No"
1089,"No","Moderada","Alta","Poco","No","Si"
1092,"Poca","Muy Alta","Alta","Poco","No","No"
1093,"No","Moderada","Alta","Mucho","No","No"
1094,"No","Moderada","Alta","Poco","No","No"
1095,"No","Alta","Alta","Poco","No","No"
1096,"No","Alta","Alta","Mucho","No","No"
1098,"No","Baja","Muy Cálida","Moderado","No","No"
1099,"No","Alta","Alta","Mucho","No","No"
1100,"No","Alta","Alta","Moderado","No","Si"
1101,"No","Moderada","Alta","Moderado","No","No"
1102,"Poca","Alta","Alta","Mucho","No","No"
1104,"Poca","Alta","Alta","Poco","No","No"
1105,"No","Alta","Alta","Poco","No","Si"
1106,"No","Alta","Alta","Moderado","No","No"
1107,"No","Moderada","Alta","Poco","No","No"
1108,"Poca","Alta","Alta","Mucho","No","No"
1109,"No","Moderada","Alta","Moderado","No","No"
1110,"Poca","Alta","Alta","Mucho","No","No"
1089,"No","Moderada","Alta","Poco","No","Si"
1098,"No","Baja","Muy Cálida","Moderado","No","No"
1099,"No","Alta","Alta","Mucho","No","No"
1100,"No","Alta","Alta","Moderado","No","No"
1102,"Poca","Alta","Alta","Mucho","No","No"
1104,"Poca","Alta","Alta","Poco","No","No"
1105,"No","Alta","Alta","Poco","No","No"
1106,"No","Alta","Alta","Moderado","No","No"
1107,"No","Moderada","Alta","Poco","No","No"
1108,"Poca","Alta","Alta","Mucho","No","No"
1099,"No","Alta","Alta","Mucho","No","No"
1100,"No","Alta","Alta","Moderado","No","Si"
1101,"No","Moderada","Alta","Moderado","No","No"
1102,"Poca","Alta","Alta","Mucho","No","No"
1104,"Poca","Alta","Alta","Poco","No","Si"
1105,"No","Alta","Alta","Poco","No","No"
1106,"No","Alta","Alta","Moderado","No","No"
1107,"No","Moderada","Alta","Poco","No","No"
1108,"Poca","Alta","Alta","Mucho","No","Si"
1109,"No","Moderada","Alta","Moderado","No","Si"
1098,"No","Baja","Muy Cálida","Moderado","No","No"
1099,"No","Alta","Alta","Mucho","No","No"
1100,"No","Alta","Alta","Moderado","No","No"
1101,"No","Moderada","Alta","Moderado","No","No"
1102,"Poca","Alta","Alta","Mucho","No","No"
1104,"Poca","Alta","Alta","Poco","No","No"
1105,"No","Alta","Alta","Poco","No","No"
1107,"No","Moderada","Alta","Poco","No","No"
1108,"Poca","Alta","Alta","Mucho","No","No"
1109,"No","Moderada","Alta","Moderado","No","No"
1110,"Poca","Alta","Alta","Mucho","No","No"
1010,"No","Moderada","Alta","Moderado","No","No"
1011,"No","Moderada","Alta","Mucho","No","No"
1012,"No","Alta","Alta","Mucho","No","No"
1013,"No","Alta","Alta","Mucho","No","No"
1014,"No","Alta","Alta","Moderado","No","No"
